,category_name,title,link,author,year,rating,num_of_people,price_in_dollars,years
547,self_help,Holiday Journal  ,https://www.amazon.com/Holiday-Journal-Merilee-Lovejoy/dp/1711887676/ref=sr_1_946?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895783&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-946,Merilee Lovejo,2019-11-26,0.0,0,7.2,2019
548,self_help,Journal  ,https://www.amazon.com/Journal-Merilee-Lovejoy/dp/1711865427/ref=sr_1_951?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895783&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-951,Merilee Lovejo,2019-11-26,0.0,0,6.99,2019
549,self_help,Angel Journal  ,https://www.amazon.com/Angel-Journal-Merilee-Lovejoy/dp/1711356735/ref=sr_1_955?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895783&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-955,Merilee Lovejo,2019-11-25,0.0,0,8.9,2019
550,self_help,Angel Feathers Journal  ,https://www.amazon.com/Angel-Feathers-Journal-Merilee-Lovejoy/dp/171132485X/ref=sr_1_960?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664895783&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-960,Merilee Lovejo,2019-11-24,0.0,0,7.3,2019
563,arts_photo,Merry & Bright: Holiday Gift Shopping Planner  ,https://www.amazon.com/Merry-Bright-Holiday-Shopping-Planner/dp/1087164796/ref=sr_1_9?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664959991&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-9,Pretty Cute Notebooks,2019-08-03,0.0,0,7.99,2019
573,arts_photo,"The Secrets to Selling on Amazon: How I Turned Nothing into Millions (Without Advertising, Dropshipping or Private Labeling)  ",https://www.amazon.com/Secrets-Selling-Amazon-Advertising-Dropshipping/dp/1709200014/ref=sr_1_47?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664960011&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-47,Beau Crabill,2019-11-28,4.3,110,15.95,2019
583,arts_photo,My Beauty For Your Ashes (Promises to Zion)  ,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzU2OTk3ODU4MTMyODYzOjE2NjU1NDc0OTY6c3BfbXRmOjIwMDA1ODQxNDA3Mzg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGY&url=%2FBeauty-Your-Ashes-Promises-Zion%2Fdp%2F1503198030%2Fref%3Dsr_1_12_sspa%3Fadgrpid%3D84486094307%26gclid%3DCjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE%26hvadid%3D393524136919%26hvdev%3Dc%26hvlocphy%3D1010294%26hvnetw%3Dg%26hvqmt%3Db%26hvrand%3D2170543926145783317%26hvtargid%3Dkwd-469356929%26hydadcr%3D22365_10729094%26keywords%3Damazon%2Bshopping%2Bonline%26qid%3D1665547496%26qu%3DeyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%253D%253D%26s%3Dbooks%26sr%3D1-12-spons%26psc%3D1,Traci A Wooden-Carlisle,2012-06-21,4.5,158,17.99,2012
587,arts_photo,Blue Ink (Blue Mountain Series)  ,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzU2OTk3ODU4MTMyODYzOjE2NjU1NDc0OTY6c3BfYnRmOjIwMDA4NzA5MzI5Njk5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FBlue-Ink-Mountain-Tess-Thompson%2Fdp%2F1732790213%2Fref%3Dsr_1_19_sspa%3Fadgrpid%3D84486094307%26gclid%3DCjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE%26hvadid%3D393524136919%26hvdev%3Dc%26hvlocphy%3D1010294%26hvnetw%3Dg%26hvqmt%3Db%26hvrand%3D2170543926145783317%26hvtargid%3Dkwd-469356929%26hydadcr%3D22365_10729094%26keywords%3Damazon%2Bshopping%2Bonline%26qid%3D1665547496%26qu%3DeyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%253D%253D%26s%3Dbooks%26sr%3D1-19-spons%26psc%3D1,Tess Thompson,2019-04-29,4.6,921,13.95,2019
588,arts_photo,The Fix (Renaissance Lake)  ,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMzU2OTk3ODU4MTMyODYzOjE2NjU1NDc0OTY6c3BfYnRmOjIwMDA4MDk1NjkyNjA5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FFix-Renaissance-Lake-1%2Fdp%2F0999062603%2Fref%3Dsr_1_20_sspa%3Fadgrpid%3D84486094307%26gclid%3DCjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE%26hvadid%3D393524136919%26hvdev%3Dc%26hvlocphy%3D1010294%26hvnetw%3Dg%26hvqmt%3Db%26hvrand%3D2170543926145783317%26hvtargid%3Dkwd-469356929%26hydadcr%3D22365_10729094%26keywords%3Damazon%2Bshopping%2Bonline%26qid%3D1665547496%26qu%3DeyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%253D%253D%26s%3Dbooks%26sr%3D1-20-spons%26psc%3D1,Lisa Herrington,2017-05-30,4.5,124,11.99,2017
593,arts_photo,Playing a Player (Sweet Cravings)  ,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1MjY3NTQ5NDE1MTk0OTY5OjE2NjU1NDc1MDg6c3BfYnRmOjIwMDAyNDM5ODMzNzg5ODo6MDo6&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&url=%2FPlaying-Player-Ivy-Smoak%2Fdp%2F1519739761%2Fref%3Dsr_1_38_sspa%3Fadgrpid%3D84486094307%26gclid%3DCjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE%26hvadid%3D393524136919%26hvdev%3Dc%26hvlocphy%3D1010294%26hvnetw%3Dg%26hvqmt%3Db%26hvrand%3D2170543926145783317%26hvtargid%3Dkwd-469356929%26hydadcr%3D22365_10729094%26keywords%3Damazon%2Bshopping%2Bonline%26qid%3D1665547508%26qu%3DeyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%253D%253D%26s%3Dbooks%26sr%3D1-38-spons%26psc%3D1,Ivy Smoak,2015-05-13,4.3,0,12.99,2015
603,arts_photo,Made of Steel (Made of Steel Series)  ,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_stripbooks_sr_pg3_1?ie=UTF8&adId=A0930497XP6J3E1NVTI0&url=%2FMade-Steel-1%2Fdp%2F1544033389%2Fref%3Dsr_1_54_sspa%3Fadgrpid%3D84486094307%26gclid%3DCjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE%26hvadid%3D393524136919%26hvdev%3Dc%26hvlocphy%3D1010294%26hvnetw%3Dg%26hvqmt%3Db%26hvrand%3D2170543926145783317%26hvtargid%3Dkwd-469356929%26hydadcr%3D22365_10729094%26keywords%3Damazon%2Bshopping%2Bonline%26qid%3D1665547517%26qu%3DeyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%253D%253D%26s%3Dbooks%26sr%3D1-54-spons%26psc%3D1&qualifier=1665547517&id=7607405892637121&widgetName=sp_btf,Ivy Smoak,2017-03-13,4.3,0,12.99,2017
623,arts_photo,Retail Therapy: Why the Retail Industry is Broken – and What Can Be Done to Fix It  ,https://www.amazon.com/Retail-Therapy-Industry-Broken-What/dp/1472965108/ref=sr_1_555?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897397&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-555,Mark Pilkington,2019-01-22,4.6,35,10.77,2019
632,arts_photo,"Christmas Planner: Festive Organiser : Plan and Track Gifts, Cards, Meals, Online Shopping  ",https://www.amazon.com/Christmas-Planner-Festive-Organiser-Shopping/dp/1686316240/ref=sr_1_233?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897486&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-233,Elizabeth Daniel,2019-08-14,0.0,1,6.99,2019
648,arts_photo,"Christmas Planner & Organiser: Festive Holiday Notebook Journal with List to Plan & Track Shopping, Christmas Cards, Present Buying, Meals & Online Orders  ",https://www.amazon.com/Christmas-Planner-Organiser-Notebook-Shopping/dp/1686371632/ref=sr_1_265?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897525&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-265,Elizabeth Daniel  and Briar Holiday Books,2019-08-14,4.1,8,6.99,2019
686,childrens,Gazpacho for Nacho  ,https://www.amazon.com/Gazpacho-Nacho-Tracey-C-Kyle/dp/1477817271/ref=sr_1_749?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897670&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-749,Tracey Kyle and Carolina Farías,2014-01-14,4.7,519,16.99,2014
692,arts_photo,Quantitative Aptitude for Competitive Examinations by R.S. Aggarwal (2019-20 Session)  ,https://www.amazon.com/Quantitative-Aptitude-Competitive-Examinations-Aggarwal/dp/9352534026/ref=sr_1_930?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897706&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-930,R. S. Aggarwal,2017-02-21,4.4,27701,25.78,2017
696,arts_photo,Hydrangeas Large-format Internet Address & Password Logbook (removable cover band for security)  ,https://www.amazon.com/Hydrangeas-Large-Format-Internet-Address-Password/dp/1441323872/ref=sr_1_932?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897706&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-932,Peter Pauper Press,2017-01-19,4.8,3973,11.69,2017
701,arts_photo,"The Tale of the Dueling Neurosurgeons: The History of the Human Brain as Revealed by True Stories of Trauma, Madness, and Recovery  ",https://www.amazon.com/Tale-Dueling-Neurosurgeons-Revealed-Recovery/dp/0316182354/ref=sr_1_934?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897706&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-934,Sam Kean,2015-06-09,4.7,671,13.69,2015
705,arts_photo,365: A Year of Everyday Cooking and Baking  ,https://www.amazon.com/365-Year-Everyday-Cooking-Baking/dp/3791385119/ref=sr_1_936?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897706&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-936,Meike Peters,2019-10-08,4.5,55,32.04,2019
710,arts_photo,"Practical Paleo, 2nd Edition (Updated And Expanded): A Customized Approach to Health and a Whole-Foods Lifestyle  ",https://www.amazon.com/Practical-Paleo-2nd-Updated-Expanded/dp/1628600004/ref=sr_1_938?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897706&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&s=books&sr=1-938,Diane Sanfilippo,2016-09-06,4.6,4391,17.99,2016
722,childrens,"Christmas Planner: Holiday Planning Notebook Journal For Everything from Cards to Gifts, from Wish Lists to Menu Plan, Greeting Card and Online Shopping Tracker  ",https://www.amazon.com/Christmas-Planner-Planning-Notebook-Everything/dp/1686316259/ref=sr_1_1030?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897751&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-1030,Elizabeth Daniel,2019-08-14,0.0,0,6.99,2019
736,christians,Crushing Study Guide: God Turns Pressure into Power  ,https://www.amazon.com/Crushing-Study-Guide-Turns-Pressure/dp/1546010556/ref=sr_1_68?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897795&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-68,T. D. Jakes,2019-04-16,4.7,1752,9.99,2019
745,christians,"NKJV, Journal the Word Bible, Bonded Leather, Brown, Red Letter, Comfort Print: Reflect, Journal, or Create Art Next to Your Favorite Verses  ",https://www.amazon.com/Journal-Bonded-Leather-Letter-Comfort/dp/0785218491/ref=sr_1_77?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897795&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-77,Thomas Nelson,2018-06-05,4.8,2890,34.17,2018
752,christians,7 Days of Christmas: A Season of Generosity  ,https://www.amazon.com/7-Days-Christmas-Season-Generosity/dp/1501888277/ref=sr_1_148?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897835&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-148,Jen Hatmaker,2019-10-01,4.6,132,9.49,2019
766,christians,"The Stress Free Christmas Planner: Christmas Shopping & Online Orders Tracker Notebook; Holiday Menu Planner, with Bucket & Wish List  ",https://www.amazon.com/Stress-Free-Christmas-Planner-Shopping/dp/1686305818/ref=sr_1_242?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897875&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-242,Elizabeth Daniel,2019-08-14,5.0,2,6.95,2019
770,christians,Run the Mile You're In: Finding God in Every Step  ,https://www.amazon.com/Run-Mile-Youre-Finding-Every/dp/0310354374/ref=sr_1_246?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664897875&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-246,Ryan Hall,2019-04-16,4.7,548,20.09,2019
826,cookbook,"Christmas Holiday Planner: Happy Christmas Planner and Organizer : To do list, Gift list, Shopping Online Tracker, Budget Party Planner, Meal and ... Record Your Holiday (Holy Christmas Series)  ",https://www.amazon.com/Christmas-Holiday-Planner-Organizer-Shopping/dp/1711195294/ref=sr_1_270?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898051&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-270,Lemony Luca Journals,2019-11-24,0.0,0,7.29,2019
827,cookbook,Clean Green Drinks: 100+ Cleansing Recipes to Renew & Restore Your Body and Mind  ,https://www.amazon.com/Clean-Green-Drinks-Cleansing-Recipes/dp/055339083X/ref=sr_1_271?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898051&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-271,Candice Kumai,2014-04-22,4.6,223,15.98,2014
835,crafts,How To Be Chic And Elegant: Tips From A French Woman  ,https://www.amazon.com/How-Be-Chic-Elegant-French/dp/1494421658/ref=sr_1_247?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898108&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-247,Marie-Anne Lecoeur,2013-12-18,4.1,404,9.97,2013
840,crafts,Quilter's Precut Companion: Handy Reference Guide + 25 Precut-Friendly Block Patterns  ,https://www.amazon.com/Quilters-Precut-Companion-Reference-Precut-Friendly/dp/1617452203/ref=sr_1_252?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898108&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-252,Missouri Star Quilt Co.,2015-11-07,4.5,1905,9.95,2015
851,crafts,"To Do List Shopping Blank Lined Journal Notebook: A daily diary, composition or log book, gift idea for people who love to shop!!  ",https://www.amazon.com/Shopping-Blank-Lined-Journal-Notebook/dp/1093978473/ref=sr_1_791?adgrpid=84486094307&gclid=CjwKCAjwwab7BRBAEiwAapqpTDYtTN8aym2q_rlYn1VdmofKw0_bzkd6xjaCl8cMY4syjbPZMKNMjxoCLIYQAvD_BwE&hvadid=393524136919&hvdev=c&hvlocphy=1010294&hvnetw=g&hvqmt=b&hvrand=2170543926145783317&hvtargid=kwd-469356929&hydadcr=22365_10729094&keywords=amazon+shopping+online&qid=1664898154&qu=eyJxc2MiOiI3Ljc5IiwicXNhIjoiNy4xMCIsInFzcCI6IjQuOTkifQ%3D%3D&rnid=283155&s=books&sr=1-791,Neaterstuff Publishing,2019-04-14,5.0,1,6.99,2019
